% 
% 
@RELATION Haralick 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE class {c02, c01, c04, c03, c05} 

@DATA 
4.189962348573615E-4,60.27872302524261,0.24094527730922513,8.212274201658875,17076.293273258507,c01
3.5415618066434275E-4,60.443554687498036,0.23187991381139011,8.342138998678333,16062.180368059011,c01
7.498475629988926E-4,64.11445726027965,0.26160371773299257,8.119604609787075,22441.725092066154,c01
5.065625551394499E-4,53.366446966610575,0.2572972063312553,8.176422017258089,18543.713821341647,c01
4.053101215157092E-4,53.50178485087388,0.24000307969614737,8.190848909713441,15741.000723825831,c01
2.6174165514249463E-4,86.23629536084954,0.2023641048831868,8.639601132779681,18664.466857392137,c01
3.239583825937258E-4,65.46571756667251,0.2247144183483745,8.418793357944617,18312.768262710448,c01
2.7909117770319697E-4,77.71170984324036,0.21631547184127278,8.545497269315518,19548.1329595497,c01
3.4176858077651217E-4,54.989722554456904,0.2478178420485178,8.321159053103917,20318.990542658514,c01
2.667793909216383E-4,84.35296944981552,0.20444502921187843,8.629066067449681,18153.852617536315,c01
4.5701852144457703E-4,83.90006202921316,0.20844114336699374,8.255226309794585,17966.62654363368,c01
4.06437387243765E-4,99.68431965085392,0.21652858219730245,8.383109730246188,21594.010052992657,c01
4.1965379951645584E-4,69.0605796391484,0.2200681376633643,8.21525339950406,18111.381866558106,c01
0.0012301400264599213,65.5870374847306,0.27876343249782837,7.796515593580971,15744.952477720783,c01
4.772168545320219E-4,57.23524913476998,0.23979377731886412,8.115779905372815,20706.76695643128,c01
4.142131612558474E-4,77.05603464729167,0.22194602823312057,8.258244745083356,17483.437024769173,c01
3.7316753311079936E-4,99.38910607949808,0.2081191206751022,8.43676272411189,16086.499644857799,c01
4.103374358765705E-4,94.72478242060176,0.22538367126096664,8.37008009010207,17649.540735336053,c01
4.8417825509334037E-4,54.066276147697906,0.2593594564619812,8.062744564671403,17891.09627042384,c01
5.531784194177681E-4,51.90735507430631,0.25657192328643025,7.978791792229722,16746.20701326239,c01
5.133262278261648E-4,54.21721103929004,0.25074190808008084,8.038375036237491,17479.703217152044,c01
6.105176359437614E-4,50.065539113394465,0.26244370942291045,7.922983115960056,16471.269194537486,c01
0.002264038925948874,82.47148596549152,0.28716750886853354,8.336483258938182,17868.727250412147,c01
5.739874209845947E-4,74.73672256718173,0.2834745054870521,8.436091414690619,17375.993139649865,c01
0.004004382041899932,92.07126997658627,0.3265256486601183,8.144399758946097,20479.165470387037,c01
0.0018000622083227985,99.54518716917437,0.2892064729350565,8.363930496753426,17282.89310046246,c01
6.457982792191905E-4,90.44084353369153,0.26689406197018545,8.574949406447866,18448.127776683355,c01
0.0010713868457433468,104.12839379326023,0.25067913124798946,8.596109885608929,18554.433387392863,c01
0.005654442968527332,120.22051481066711,0.28468104598326893,8.356865073851834,20623.472261227722,c01
0.0026608125350119183,71.29746539087809,0.2856356163670772,8.28401978939478,19355.811511901815,c01
8.731118463180975E-4,76.1093578226783,0.29194636166750815,8.175920403646245,18417.77954052026,c01
0.010742583567726265,83.31514339881755,0.34928095952573296,7.910909026753075,20892.611372714546,c01
0.0034153038434261013,61.4422638436463,0.3293010699058971,7.95666215872998,15649.33597855917,c01
9.557533231781162E-4,60.062864540918426,0.3110027107146324,8.13938635728917,15057.70440158252,c01
