% 
% 
@RELATION MPOC 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE class {c02, c01, c04, c03, c05} 

@DATA 
144.24933497111002,104.25074005126953,171.6856368382772,1541.4284091414775,3799.2122995357886,1404.6490598287012,-38.39585405310899,-69.37271293388152,36.161578253622594,52.830119276997706,77.90195830780738,46.117815051636185,0.00889964345151385,0.006092803507979417,0.01331612143530948,7.095578975823604,7.507277842294577,6.499529786456832,c01
144.19525718688965,94.6229616800944,175.42242495218912,1820.7428925327167,4964.728537934539,1748.4793024596056,-33.62444918651576,-75.18111369207867,43.237180692175194,53.6209847318001,83.11830430048705,51.63433412871922,0.0069582398106528285,0.0059697019258035345,0.010749213318781085,7.327002693517119,7.556768627653987,6.727383046437368,c01
155.12202803293863,124.34309832255046,181.11971950531006,1883.2031480687647,5096.0798976126825,1548.9145523132443,-41.63343126119556,-72.93283644817605,37.79735607931042,57.15452972682841,85.08324686828429,49.345781214894146,0.010104433412683049,0.007216872738354141,0.0113770794922756,7.082637475660888,7.5101194418079045,6.671758164066534,c01
147.87679227193198,106.70195420583089,174.53673871358237,1730.4165691988228,5269.788622991523,1521.70828081634,-35.447086860353174,-73.57688354470075,39.71916924353763,53.746258676683695,83.81382763544374,49.629859431613944,0.008057294416580088,0.006331425907268963,0.010587750293982236,7.202636779255559,7.517417963510121,6.716705778504233,c01
142.32265281677246,96.16039530436198,174.347048441569,1586.3882289543474,4050.083833213322,1682.9300761718634,-32.72377820283616,-70.98715883330543,41.87246645401958,51.19831523883751,77.840155207886,49.657532273564364,0.007400366409759343,0.006249606279804225,0.012017363192373736,7.251060572927771,7.451289030453877,6.583828807166531,c01
156.50681495666504,100.15114752451579,190.40539677937826,2650.2734140429884,5984.734587054811,2159.3939509300785,-38.13875255314154,-86.03919843024124,47.93876148820128,62.71681587129795,93.78204312220763,56.53040906271667,0.005886805240253223,0.005332661875298878,0.009495555393995247,7.55725377170664,7.663515621235286,6.872086270412276,c01
158.98421891530356,98.46213277180989,190.77942403157553,2340.0009751107577,6107.162683123094,1950.7629360297417,-35.4272443996112,-86.4230554210912,45.25813107529498,59.422456761806124,93.44752263672127,54.62499454907332,0.006234888748420211,0.005722911753663429,0.00981757483623369,7.474019258699029,7.579040307348039,6.821148303662915,c01
158.45306173960367,103.95130793253581,191.96989027659097,2462.6747237653963,6102.975788922009,2140.797578188722,-34.08613331889653,-85.30074272155039,48.29118288610152,60.14289659050805,92.79322646423539,57.17746233845353,0.006074027739992336,0.005093009925581596,0.009182027519172057,7.492314206953553,7.725629025741568,6.873340449753678,c01
161.13910992940268,107.73493957519531,193.96615759531656,2206.6748763276623,5964.248591289234,2102.7666380974765,-33.4674264393469,-84.56357498587735,47.443660163679056,57.6331094951212,91.98838389969958,56.74720945391362,0.0064703099518131505,0.0051062023314645665,0.009266401735759345,7.409179729345474,7.719295297155606,6.866233702432165,c01
153.73691050211588,98.17079035441081,188.97538948059082,2695.2920541933004,5905.023743160178,2316.253110654736,-37.51018223672155,-85.53648797950899,50.21292017705932,62.748851027713215,93.12531770937073,58.08188565722401,0.0058730166987920225,0.005375731229327755,0.009171824225530959,7.561532518997572,7.6491527455581725,6.916139703446696,c01
